iucn,IUCN Category,spec,Species,cou,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
THREATENED,Total number of threatened species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,,,66,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,,,24,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,,,14,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,,,28,,
TOT_KNOWN,Total number of known species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,198,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,178,,
ENDANGERED,Number of endangered species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,15,,
CRITICAL,Number of critically endangered species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,20,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,20,,
THREATENED,Total number of threatened species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,55,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,15,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,20,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,20,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,674,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,664,,
ENDANGERED,Number of endangered species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,48,,
THREATENED,Total number of threatened species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,88,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,14,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,48,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,237,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,223,,
ENDANGERED,Number of endangered species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,35,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,35,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,45,,
THREATENED,Total number of threatened species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,115,,
TOT_KNOWN,Total number of known species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,241,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,202,,
ENDANGERED,Number of endangered species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,15,,
CRITICAL,Number of critically endangered species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,24,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,45,,
THREATENED,Total number of threatened species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,84,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,15,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,24,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,45,,
TOT_KNOWN,Total number of known species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,248,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,245,,
ENDANGERED,Number of endangered species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,36,,
CRITICAL,Number of critically endangered species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,13,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,38,,
THREATENED,Total number of threatened species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,87,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,36,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,13,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,38,,
TOT_KNOWN,Total number of known species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,396,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,284,,
ENDANGERED,Number of endangered species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,33,,
CRITICAL,Number of critically endangered species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,16,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,58,,
THREATENED,Total number of threatened species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,107,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,30,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,46,,
TOT_KNOWN,Total number of known species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,280,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,260,,
ENDANGERED,Number of endangered species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,24,,
CRITICAL,Number of critically endangered species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,30,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,40,,
THREATENED,Total number of threatened species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,94,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,24,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,30,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,40,,
TOT_KNOWN,Total number of known species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,440,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,351,,
ENDANGERED,Number of endangered species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,17,,
CRITICAL,Number of critically endangered species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,31,,
THREATENED,Total number of threatened species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,62,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,17,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,14,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,0,Units,,,31,,
TOT_KNOWN,Total number of known species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,238,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,236,,
ENDANGERED,Number of endangered species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,20,,
CRITICAL,Number of critically endangered species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,23,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,35,,
THREATENED,Total number of threatened species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,78,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,20,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,23,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,0,Units,,,35,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ISL,Iceland,NBR,Number,0,Units,,,75,,
ENDANGERED,Number of endangered species,BIRD,Birds,ISL,Iceland,NBR,Number,0,Units,,,11,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ISL,Iceland,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ISL,Iceland,NBR,Number,0,Units,,,16,,
THREATENED,Total number of threatened species,BIRD,Birds,ISL,Iceland,NBR,Number,0,Units,,,33,,
TOT_KNOWN,Total number of known species,BIRD,Birds,IRL,Ireland,NBR,Number,0,Units,,,478,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,IRL,Ireland,NBR,Number,0,Units,,,478,,
ENDANGERED,Number of endangered species,BIRD,Birds,IRL,Ireland,NBR,Number,0,Units,,,37,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,IRL,Ireland,NBR,Number,0,Units,,,90,,
THREATENED,Total number of threatened species,BIRD,Birds,IRL,Ireland,NBR,Number,0,Units,,,127,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ITA,Italy,NBR,Number,0,Units,,,278,,
ENDANGERED,Number of endangered species,BIRD,Birds,ITA,Italy,NBR,Number,0,Units,,,36,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ITA,Italy,NBR,Number,0,Units,,,10,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ITA,Italy,NBR,Number,0,Units,,,21,,
THREATENED,Total number of threatened species,BIRD,Birds,ITA,Italy,NBR,Number,0,Units,,,67,,
TOT_KNOWN,Total number of known species,BIRD,Birds,JPN,Japan,NBR,Number,0,Units,,,700,,
ENDANGERED,Number of endangered species,BIRD,Birds,JPN,Japan,NBR,Number,0,Units,,,24,,
CRITICAL,Number of critically endangered species,BIRD,Birds,JPN,Japan,NBR,Number,0,Units,,,31,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,JPN,Japan,NBR,Number,0,Units,,,43,,
THREATENED,Total number of threatened species,BIRD,Birds,JPN,Japan,NBR,Number,0,Units,,,98,,
TOT_KNOWN,Total number of known species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,527,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,1,,
ENDANGERED,Number of endangered species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,18,,
CRITICAL,Number of critically endangered species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,7,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,29,,
THREATENED,Total number of threatened species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,54,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,LUX,Luxembourg,NBR,Number,0,Units,,,131,,
ENDANGERED,Number of endangered species,BIRD,Birds,LUX,Luxembourg,NBR,Number,0,Units,,,8,,
CRITICAL,Number of critically endangered species,BIRD,Birds,LUX,Luxembourg,NBR,Number,0,Units,,,7,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,LUX,Luxembourg,NBR,Number,0,Units,,,11,,
THREATENED,Total number of threatened species,BIRD,Birds,LUX,Luxembourg,NBR,Number,0,Units,,,26,,
TOT_KNOWN,Total number of known species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,1117,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,238,,
ENDANGERED,Number of endangered species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,96,,
CRITICAL,Number of critically endangered species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,18,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,127,,
THREATENED,Total number of threatened species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,241,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,51,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,12,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,34,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,168,,
ENDANGERED,Number of endangered species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,10,,
CRITICAL,Number of critically endangered species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,10,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,21,,
THREATENED,Total number of threatened species,BIRD,Birds,NLD,Netherlands,NBR,Number,0,Units,,,41,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,254,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,217,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,13,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,20,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,32,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,264,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,232,,
ENDANGERED,Number of endangered species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,15,,
CRITICAL,Number of critically endangered species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,25,,
THREATENED,Total number of threatened species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,46,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,15,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,25,,
TOT_KNOWN,Total number of known species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,456,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,449,,
ENDANGERED,Number of endangered species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,8,,
CRITICAL,Number of critically endangered species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,16,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,10,,
THREATENED,Total number of threatened species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,34,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,8,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,16,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,10,,
TOT_KNOWN,Total number of known species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,393,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,362,,
ENDANGERED,Number of endangered species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,30,,
CRITICAL,Number of critically endangered species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,20,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,61,,
THREATENED,Total number of threatened species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,111,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,30,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,20,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,61,,
TOT_KNOWN,Total number of known species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,211,,
ENDANGERED,Number of endangered species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,24,,
CRITICAL,Number of critically endangered species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,10,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,17,,
THREATENED,Total number of threatened species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,51,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,24,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,10,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,17,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,641,,
ENDANGERED,Number of endangered species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,21,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,10,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,35,,
THREATENED,Total number of threatened species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,66,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,21,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,10,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,35,,
TOT_KNOWN,Total number of known species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,257,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,257,,
ENDANGERED,Number of endangered species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,11,,
CRITICAL,Number of critically endangered species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,35,,
THREATENED,Total number of threatened species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,52,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,11,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,35,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,205,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,199,,
ENDANGERED,Number of endangered species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,21,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,9,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,41,,
THREATENED,Total number of threatened species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,71,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,21,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,9,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,41,,
TOT_KNOWN,Total number of known species,BIRD,Birds,TUR,Turkey,NBR,Number,0,Units,,,506,,
THREATENED,Total number of threatened species,BIRD,Birds,TUR,Turkey,NBR,Number,0,Units,,,17,,
TOT_KNOWN,Total number of known species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,590,,
ENDANGERED,Number of endangered species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,43,,
CRITICAL,Number of critically endangered species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,27,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,52,,
THREATENED,Total number of threatened species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,129,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,43,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,27,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,52,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,510,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,498,,
ENDANGERED,Number of endangered species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,25,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,19,,
THREATENED,Total number of threatened species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,46,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,25,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,19,,
